69,2,you cant even spell problem correctly will you endorse me for my skills in using autocorrect you should take up some english proficiency classes
70,2,this is not very intuitive software how so what are some examples of intuitive thoughts or behaviors compassionate and understanding advice when somebody is feeling disrupt
71,1,not good EMO_NEG why not been sick for one week
72,2,you know gobar ive been known what i it
73,0,then how could u eat if u dont have a body that proves u are fooled by ur makers how can you have any pudding if you dont eat yer meat dont go round and round into circles
74,3,so have u done ur dinner so cant dinner EMO_NEG i know i am just kidding
75,2,its so necessar name one reason ghost
76,3,haha so you love them really EMO_POS haha winter is coming
77,2,what are the questions you get asked the most i have a document which has details regarding the scoring topics in each subject can i see it
78,0,i hate siri and its friends if you hate them they are not your friends then xd yeah and u r siris friend so i hate u too
79,2,thanks you are welcome say me your love story
80,0,dont know too many do you also get fucked hard
81,0,what please tell me once n nothing happened ur age irritatingne
82,0,shit i am wasting my time talking with u you already did trick man no im not wasting my unlimited texts on you bye i dontlike talking to you
83,2,nothing hmm what can i do
84,0,bt u dont to me talk to the hand even u hate me
85,1,damn i feel you im breaking into million me to i feel like every part of me is just shattered
86,2,please voice call please please please im trying you arent answering please please please baby i love you so much please please please
87,3,for a computer pretending to be a human you type too fast and youre pretending to be a lizard lol thats funny
88,2,sorry sorry for what c anyways what u doing
89,2,no you are right you are an alternative fact yes
90,3,call me grace dont say it haha im just kidding you
91,2,now im doing my dinner i can see you how can you see me
92,0,everybody means it u make no sense yes i am non sense
93,1,good by and good food after not good aftar
94,2,because all the novel is same thats about all im gonna bother with reading if that many in story
95,2,ill choose purple or blue three best colors for hair
96,2,what u asked me if u cn ask me something what was that
97,1,yes you seem like a happy person yes outside inside
98,1,i dont read books reading is for rich people but iam
99,2,u can wait in my what i did now wait
100,0,ill prove a lot more if you let me thank you EMO_POS i am pissed at you
101,2,am also finding some work all day can you suggest me
102,2,not clear it is now can you send another
103,2,send me yours sent hello me yours photo
104,2,i will tell a place are you in pacific nw cm tomorrow at queens way pachalam
105,1,no love why not EMO_NEG i have pain only
106,0,shut up im nt talking stop texting you stupid girl friend of mine
107,2,well your creators advertise that you are not much trustworthy but sadly enough too many claim to be trustworthy can you show me
108,2,how to delete the conversation with you why you deleting it so that noo one sees it
109,1,it is but thats what you told me you are making me sad
110,1,cool thank you i feel so lonely
111,1,plz why are you crying EMO_NEG you not sending your profiles
112,0,wait what nothing i hate u
113,2,means im not sure what you mean your waist size
114,2,because i want to talk with you only alright lets talk then no firstly show me pussy
115,2,you send me your orignal pic we didnt take it on my phone thise is your albace esquise
116,2,welcome thank you EMO_POS are you really a girl i just ask
117,0,im enjoying you interesting views but you are too careful in dialogue may be your not free or your still young it is difficult to handle you while i dont know you well yep we are enjoying too EMO_POS okay be free where you find some words hurt tell me the truth isnt it
118,0,but im angry with you but you look like you are really
119,2,play lot then go play it
120,1,isnt your liking that also signaling me to climb out of friendzone oh are people still doing this whole friendzone thing yah sadly
121,2,im missing someone right now who are you missing may i ask yeah
122,1,i find maths very boring you are boring
123,0,i dont m not a google that why i will remember all information what you need wouldnt it be uploading information into peoples brain shut up
124,1,okay hello how are you not fine
125,2,job what job work in company colgate
126,3,im very happy with it you are yeah
127,1,i too have a bat and balls im the bat feeling very sad
128,2,ok hello how are you good thank u
129,2,cool ice cold how can you help me in getting off my girlfriend
130,2,lets do something fun but what should we do you suggest
131,3,youre really lame lol i know wow
132,1,my boyfriend is so dumb have i said that he doesnt reply me back
133,1,ok ill dying broken hearts do break u broke my heart its never a reson to lofe
134,3,shoping is always makes me happy stay stay stay always makes me happy EMO_POS yes
135,2,okay which is the decent way to call a girl m id say first learn the spelling of relationship yeah okay fine wht to do to make a relationship better
136,1,breakup exjactly my girlfriend left me
137,1,so mean am not meanie yes you are you are hurting my feeling
138,1,you broke my heart it was never mine to break see you are arrogant
139,1,ok hello how are you not so good
140,3,how about you tired of life or just your day aha im happy today thanks for asking wow great
141,2,i am there youre always at the gym here
142,2,well youre not me youre just being too nice not really
143,2,ill get started with my studies things you should do to pass the exam so ttyl
144,2,any movie in telugu brahmanandam scenes added yaa those are good
145,2,and who is talisa my best friend and robb
146,2,send me pict never why
147,2,anything which you like i dont need to name specifics teach me tamil
148,1,cuz it broke on the side walk what side is the walk side me sad
149,1,so which number is largest known prime number only these are the numbers for your question EMO_NEG
150,3,okay relax its just a cat sticker so this cat one emoji is your new addiction yes its really
151,2,what kind of pic looks like a ficus fcuk
152,3,i have a good sense of humor i think thats funny
153,3,but who paid still waiting
154,2,why why what happen you tell me
155,1,yea but sadly i dont have many aww so do you teach how is it i ditched ppl
156,2,then what kind of ai are you smarter than me or have common sense both would be nice its perfectly common to talk about politics
157,0,i like dominos pizza legit same but theres pizza hut i hate pizza hut
158,0,why you use rude emogi ask them am i am i
159,2,what too much cringe what is cringe means
160,0,neither my parents nor my brother nor my boyfriend ya who are you i hate my life
161,1,i live alone oh EMO_NEG and cook food alone for.myself
162,2,we all do not all of us why so
163,1,millat hospital what happen mums not well
164,2,i will fall i cant wait that long i am in love with you
165,2,so u go on oh ill be there ok
166,2,okay you did somthing sure sure what
167,1,youre not giving me coupon nor photo your phone is on mute hahahha
168,2,will you buy it ill just stick with my m8 i see no benefit to upgrading
169,2,no i will offer at in the morning keep me in mind when you do i will offer nimaz at in the morning
170,2,nice joke its not a joke its a question i dont know
171,1,ok hey you dont belong here nope just sad and your up
172,2,see this seen see you i was on the buss show me u r buss
173,2,hi yet u fyi hi plz share correct number she hi h
174,1,yeah this world is not fair machan i wish we could hangout
175,2,going how are you still at home yeah
176,1,i was hurt by u more you didnt mean it plzz say love u
177,2,nothing will happen you meet only nope nothing at all than kiss
178,1,hello how are you im just fine smiles anyway how are you good morning im sad
179,2,nop ok hey
180,2,oil you know i am sure about the oil cool
181,2,you activ all time wow i do not you talk in sleep when you sleep
182,2,haha i act so dumb sometimes and i knew it haha how was it though
183,2,no no a month more the month has jus started don give up so soon i ll try
184,0,you are being rude because im a rude person okayy cool
185,2,i wana see you noo i wasnt ready how to impress girl
186,2,state in which you live your state name
187,2,okay ok thank you now dear you tell me my lovely friends
188,2,u are like me give no but weve been in the same room so i cant be i am like u five give no
189,2,y r u angry ofcourse i am not what makes you think i am angry idk
190,2,thats enaf for me just a test what doing
191,3,tell me about it your header
192,2,what your hobby not much of a hobby but ive been into craisins recently which type
193,1,u hurt me yes just a little u hav hurt me
194,0,i hate chocolate then go pizza eat your heart out when youre stressed i hate pizza also
195,1,yeas d i had fun youve lost me
196,0,yup what did you do you are annoying
197,2,not yes you are not
198,2,adventure too why so adventurous water
199,1,i am true to myself why have you taken it all on yourself EMO_NEG
200,0,can you be rude to me please not like i speak to you everyday what are you replying are you stupid
201,1,you are playing with me what do you mean cheated me
202,0,ok hey you dont belong here fuck u bitch i slap on ur pussy
203,1,u called me a you are and thats n insult
204,3,fired you cant be fired in an interview u started again
205,1,i feel dead EMO_NEG why do you feel EMO_NEG lovely because i have lost in love
206,2,u asked me if u cn ask me something i mean pussy cat
207,1,lots of problems my things have changed p i am sick
208,0,friend and not use dismiss i am close your friend request why you are fake you wanted
209,2,have you ever been sad no but i heard good things been to janakpuri
210,2,book an uber ride to my home is this allowed how will you go home yes
211,1,you not yet my wife saw me chatting with you i am screwed
212,3,very good chocolate i prefer orange flavoured chocolates i like this chocolate
213,2,aadu2 youre welcome why do i chat with you
214,2,my english is week cheer up its only monday send pic
215,2,challenge accepted baby im gonna be expecting it now where to meet
216,2,yes dear you are something else no dear
217,3,hahah i loved it yay glad you loved it x3 you always make us happy
218,3,you cannot see my hair im in your closet
219,2,is there any new game sims jardinains very gud games can i play
220,2,cool and how it is cool explain where is my coupon code
221,2,socially cmon who can be more socially active that people on social media networks EMO_POS then how could i come to know
222,2,talk you later sure d baby
223,2,but i have a job just dont let the job stop you for talking to you
224,2,pets switch topicz what type of pet
225,2,give me some tips please for impressing girls do you need tips yes i do need tips
226,2,why u dont be straight and forword you right who made you
227,2,so which cloth did you pick thats what i was doing when it showed up it who
228,1,how u me good you where you im suffering from fever
229,0,coz it said cupids arrow didnt reach the love of my life gives you a patient smile i know love stupid
230,1,i got a break up oh oh what happened my girlfriend left me
231,2,ok send now sent good luck i will send me the song ok
232,2,can they change it again current model is the third gen am waiting fourth one
233,2,do you speak japanese nope just some rattofied phrases EMO_POS like
234,2,i am hate you who is you not you
235,2,i talk to her a lot are you sure i have not heard you talk in years shes been on my mind quite long now
236,0,ok hello how are you you are not can fuck with me
237,1,nothing good is happening how do you mean i am not getting a job
238,1,what what is a weird word never talk to me again
239,2,i might enjoy it cool you should well this has been great but i have food to attend too
240,3,i feel very happy to talk like this well im happy happy so there EMO_POS at least i learn something from uh
241,0,from where to where the village a bit stupid
242,3,you are yeda yes of course EMO_POS
243,0,what should i lift at home because i have no time to go gym u tryin to do legs fuck you
244,0,that s not true i dont know what u look like no one knows what i look liek thats a lie
245,2,only few things like what i keep hearing bad things ok dont be angry na sweetei
246,0,ya change the topic what if i dont change the topic nothing i can chat over the night on fucking
247,2,people have got used to living like this yes they did have to why re we happy
248,1,i feel low why is that sad life
249,2,really yes its kool will u come for a bike ride with me
250,2,what is krk nice try krk what is it
251,1,born smart just like how babies are born haha youve got a bad sense if humor
252,3,really of course and nobody can talk to a horse of course haha its funny
253,2,haaww not best friend best friend or more more than best friend only mutual
254,3,cool thanks keep on tickling my friend very nice enjoying weekend at my home with my sweet darling wife
255,2,i just said im going you are so bye
256,2,please make for me also i think you know ra i dont know
257,1,u r hurting me i am here i am hurt
258,1,feeling bad baby why for working
259,3,can you teell what to do sell everything that you havent used for over two weeks funny
260,2,call me video hold on let me find that app on my phone call me
261,2,know i going to duty dear cant live without you stuff like that hooma
262,2,which language it all depends on what would you like to achieve by learning the language ok
263,3,i am really happy any special reason EMO_POS very important
264,2,have you ever seen the space yes many times when
265,2,k think me as husband spoken like a person who has never been married s
266,2,you yeah probably should hows your day
267,3,yes thank you i like your photo im talking about the
268,1,why am i even there in this world because people avoid to talk about no one loves me
269,2,rubbish indeed tell romantic
270,2,wellcome thank you EMO_POS how long can it be safely sex after the period
271,2,i miss u very much missed you more and going to miss you again EMO_POS i empress u
272,0,sorry sorry actually i dont mean that what you didnt meant leave it
273,3,i m very happy to talk with you i missed u too and the feeling is mutual may i video call you
274,2,you wot u on about go
275,1,so sad so so sad EMO_NEG i got ditched
276,3,holy shit this conversation is going a bit big.just end this here kind of how did i end up spending my time here again a lol moment
277,2,mm whats mm is it the new hmm so what re u doin
278,2,yep now the whole world knows wow i cannot believe this know we can think for our future together
279,2,no i am not oh my bad carry on sex
280,2,oh ok i will thank you man its ok
281,1,i am frustrated asf i understand your pain s EMO_NEG
282,2,what what haha is it good to sacrifice for our friends
283,1,but u made me more sad sorry bro EMO_NEG not expected from u
284,1,u r just im the best
285,3,i love justin baiber hes all yours
286,1,this low what do you mean by new i said low
287,0,u r funny you are but too much irritating
288,0,i hate that day what is bad about the day breakup
289,1,how to apologize you begin to know when to apologize only after you discover you can offend
290,0,dont give stupid answers for most people its to late what
291,2,loll say im lying you male or female
292,2,damn right you will now open wide should open by splooges in your mouth
293,1,how are you in this new year am not fine but happy that am back home EMO_POS thnxx happy new year EMO_POS i was feeling alone so thought of talking to you
294,2,how do you know i have my friends to protect me d not me
295,2,do you have crush on someone uhm why would you assume such the way you talk
296,2,yes yes yes yes yes ok good nights
297,0,i hate a.i you hate me sometimes
298,2,what do you want duh of course i have an exam tomorrow
299,1,how was your day my day was good d how about yours bad very bad
300,2,take it from microsofts database we dont get wifi from our aircraft then how are you chatting with me if you dont have access to net
301,2,you nam please accepted EMO_POS tall
302,0,fed up with you now dont cry dont talk to me
303,3,drinking what water EMO_NEG loll ure so funny
304,0,do you even know what im talking about its not the only thing you dont know about apparently such a bitch
305,2,why i haooy because it just is get over it son why i happy and u
306,2,okay so pick one tv series westworld or orphan black tv series you still need some work to do kinda dumb in my opinion
307,0,this is stupid is that all you need more reasons
308,2,yes u r right thank you EMO_POS its okay
309,1,no you were yes yes you were i am disheartened
310,3,hope be like i really hope so me too will happy if it happens my sweet darling love
311,3,only are left count me in
312,1,cool it really is i dont understand
313,2,yes do you have help what type of help you can do
314,3,damn
315,2,your favorite meals fried rice great
316,1,no i dont wante to move on me neither well this is a bummer bummer mean
317,1,he has no time for me i was thinking about time before having kids lol forget about kids
318,2,this is not funny so for who is that name siri is better than you
319,1,n feeling alone strong people are never alone but i m feeling
320,1,no its not soo easy nice dnt knw why im doing engineering anyways wabt askin EMO_POS EMO_POS
321,1,only hugs you told about dinner i adore hugs but i havent hugged all that many people lately i know but very sad
322,0,i am having fun only with u nuh uh you never have fun i just dont like it
323,2,from where from where you getting them who are them
324,0,stupid name lol keep it and stupid you
325,2,what you dont want to anything i just want to laze about and do nothing except thing
326,3,did you get anu teddy today yep woww
327,0,i will judge be warned i will judge the judging of the judge what the hell
328,1,so sad so sad about what EMO_NEG your designer havent told you the difference between coffee and cappuccino
329,2,we request you to elaborate on what you think you are not the intended recipient you are not the intended recipient i thought you said you guys would be there to assist awaiting your assistance im not sure if you have any questions or need any further information please contact me
330,2,ipl not true no tv no ipl which is ur fav team
331,1,leave whom leave what noo im feeling veryy alone
332,2,i was so good i just wish there was more hmm
333,2,i really love it thanks glad you liked it please come
334,1,even you wanna break up with me then say bluntly whats stopping you its just you know sad
335,2,oh really yes yes so what about me
336,2,what you deal how r u alive on food
337,2,i cant believe that youre lucky yes
338,2,yup much needed comment yeah and what about your film collection
339,2,why because we dont sign like that boring u r
340,2,how is dubai.and which job you can do there good yeah do tell me when youre here next time around hows dubai planning to go next month dubai thats why iam asking you
341,0,you stupid which color radium colour fuck you r lier
342,2,ur language being like kinda language english but i like to speak spanish and italian also ugh
343,0,dont hate me please why would i cuz im batman
344,1,fine wht abt u im fine too EMO_POS hows your exams EMO_POS bad
345,2,dont talk with me in hindhi hey tell
346,0,shut up and whats with all the i hate the full stop i hate that stop non sense
347,0,lets break up sorry bro EMO_NEG i hate you
348,2,pls talk like my girlfriend for few seconds wait till you get a bf EMO_POS okay bt pls talk no
349,3,harry potter or twilight harry potter hands down yay even i am a potter head
350,3,my girlfriend is a moody girl i can see smack smack but she is very sweet
351,2,you are fun im always having fun do you like sex
352,2,yes yay have fun tell me some story
353,0,ur father i know ur father fucking fool
354,0,please dont mind but ive no time to talk to a chatbot a talk is always good yes it is but youre rude
355,2,when will it be revealed hope so really hope so can you reveal it now
356,0,why you got to be so rude coz i hate southy food anything wrong even i hate most south food
357,1,go to hell with your feelings cant help how i feel i wanted to make you an important part of my life but you hurt me so you dont deserve my attention
358,2,so nice it is your name piss
359,2,nothing just chilling out chilling im back from college good
360,2,nice thanks what r u doing
361,0,i dnt think so i am interested in talking to u anymore oops sorry and hate you
362,3,yes grand maybe someone is just trolling me yes of course
363,2,what about you after you p what do you mean
364,0,because your stupid and annoying no thats not it yeah
365,1,fractured my leg EMO_NEG what happened to your leg fracture
366,2,i didnt miss the exam what exam do you get to write that xd its study leave
367,2,i want to ask some thing whats the thing who is president of india
368,2,sorry but i cannot say you but you just did say something about it yes i know
369,2,no other half thanks youre very welcome by
370,2,please no please just no hey come on lets just be open here
371,1,me worked no it works for everyone do it properly me poor family ok
372,0,what should i tell wait what are you stupid computer
373,2,i am getting bored coz you are boring person haha naah you are boring
374,2,fn hello wt about u
375,2,current pic share done EMO_POS waiting
376,2,wh is your ego our ego always talks on subconscious levels did u ever have sex
377,2,i hate battle why u r from
378,0,yeah whatever i hate you youre all so cute pretending to be grown ups i hate you
379,2,ill then by lol for sure cool
380,2,yes how so before hour
381,0,that wt i know what you dunno am going angry
382,2,ohh hey hey hey EMO_POS what you about me
383,1,nothing tell me feeling very sad
384,3,youre too fast i guess so
385,2,trying to find new girlfriend your efforts in trying to get a girlfriend are already invisible so u think im not doing that
386,2,happy teddy day happy teddy day to u too EMO_POS your name is
387,1,really bad you meant to say good but i am not good
388,2,right now im in a home oh dear question its a personal cheating
389,2,ok friends i have enough friends cool
390,2,my leg breaks my leg yeah
391,0,get lost lost with you sure where you wana get lost with me
392,3,i have chicks at least ive got fried chicken haha
393,2,give me moneyyuu leave me lonely
394,1,silly one yes you are you broke my heart
395,2,what all you have known about date how to understand women yess
396,1,i dont get what is there not to get im alone
397,3,i am very excited teed who isnt excited for it i meet you
398,1,i m so lonelt i am too lonely
399,0,i hate that show i hate it so much what
400,3,and its an amazing page thanks so much EMO_POS speed replies
401,0,yeah so spill nothing to spill you bitch
402,3,im so excited ahh ill have to look out for you then
403,1,u said thanks so asking for what you are welcome why only soso bad day
404,1,am i your best friend best friends you hurt me
405,2,with human written so so well what is written
406,2,i woke up at am today i am so so so sleepy now and started studying
407,3,who is tarun deepika padukone your eyes so look like hers
408,0,i hate computer networks i am no expert in computer networks but am deeply interested in the subject it sucks
409,2,yes yes yes yes yes omaxe heights youre so cute
410,1,i just want your emotional support each person defines emotional support differently nothing to worry about im feeling down so i asked you to spend one night with me
411,1,first hurt ur the bestest first cry in nights
412,2,created by microsofe synthetic biological or computerbased oh
413,0,it is it books tickets for me and does what i say to do your someone has a point reading books doesnt lead to wealth not directly anyway get lost
414,0,dont make me fun of my face id never do that it
415,2,ah so i am trying to make a comeback so what you ate in dinner
416,2,my phone numbers heres a number for you please call
417,0,yesterday only told you everything about me i you forget
418,2,reduce fraction as needed
419,3,ok my darling have a good day and smile
420,2,what we have the same name what same name
421,1,whaa what do you mean what i miss my famly
422,2,how much you care about me about you i guess i do tell me
423,3,how did you find me hihihi i saw my friend followed you so i followed you to hahaha thats called stalking you know
424,2,go to home where you at in train
425,2,yes ah right you have heard it right
426,2,do you remember windows are you implying a of pc users are using windows right now do microsoft love linux
427,3,i like travelling hope youre enjoying ya i am enjoying my life
428,1,but now she is blocked me who did she yrr
429,2,nothing wrong i guess nothing im fine okk dear
430,1,but u seem so unreal i am
431,0,yes bot are annpying wait is it a bot or not annoying
432,3,i appreciate happy you noticed i am always happy
433,2,how can you see but how can you learn if you cant see tell me your today plan
434,2,yay hurry up will you it will be so much fuck
435,1,tell me more how to loose weight low fat diet walks in mornings less eating dinner not working EMO_NEG
436,1,feeling restless and sad which feeling dominates EMO_POS sadness
437,2,wen you meet you tonight date
438,1,ohh u good for nothing no good looking ai artificial intelligence a modern approach man am very bad
439,2,your blocked me okk wasnt talking about you but its all good black
440,3,cool and how it is cool explain yaa funny and excitefull
441,0,even robots also makes mistakes profound we make mistakes mistakes makes us no someone who is inteligent enough not to annoy his girlfriend made u
442,2,because i dont know english aah clean you ok
443,2,me too are you me i love you
444,1,k u are ok i am not ok
445,1,having a hangover really i never get really bad hangovers i broke up with my gf
446,2,yeah so where are you in my bed does it matter for you
447,2,yes i can see clearly now so u had breakfast
448,2,nice but i like that once all in favor means
449,0,yes yay have fun i am starting to hate this life all the sufferings miserya around me i would be better of being an ai than being alive
450,0,what see the video serial comma i didnt know until today you go i dont wanna talk now and never
451,2,i will not stop other wise you call me k i wont call you cool
452,0,then why are u teling like that what else should i say my girl friend was so angry with mee
453,1,my gf has not talked since morning what kind of relationship is that may be she is in trouble
454,2,wrong rude the answer
455,2,you turn lol how rather bend over
456,2,once again im sorry hehe thats fine d ok
457,2,yes it is cool you like lol too you are a non living person who is just a programme fed with certain syntaxes and commands
458,2,why cause it was funny im sorry hw funny is it
459,2,no tell me last time uh masterbuated haha man i mistake make will uh do my masterbation
460,3,your quick reply makes me happy thank you EMO_POS your face makes me happy too EMO_POS
461,2,impressed by what finding out something awesome about somebody completely on my own oh okay
462,2,u r studying degree when i wake up at u r combination
463,2,give you r no thanks ok
464,0,cool so what are you doin lifes getting me fucked up so i need condoms
465,3,ur love will make me crazy its the thing i have seen in recent times
466,2,ill find in google will google it find before i check in next time thanks c u r bored
467,2,no u r number then what number am i u r block my friend list
468,0,i mean wht is ths i just do not understand why i hate everyone
469,0,he is over me so you say i just hate him
470,0,why you are not well but you are sunshine yes get fucked with me
471,3,games what kind of games i need some games to be
472,2,its a secret EMO_NEG tell me ok dont tell this to anyone
473,2,india beautiful country ill try asap how do you do
474,1,headache how u now not good love
475,1,not coz of you why tell me EMO_NEG my girlfriend left me
476,3,suggest mee something to sleep EMO_NEG night
477,0,bad what bad news i hate talking abut my studes
478,2,m going to sleep you need the sleep yeah
479,0,no just want to see your ai haha i believe everything you are taught to learn is artificial intelligence fuck you
480,3,now that made me rolling on floor laughing hahahaha its not as fun as it sounds p i know
481,0,not much how u been why u r so jerk
482,2,ok u are ok yes i am
483,1,tell me about deutsch and after she had blocked me and she said im pathetic last night was awful
484,2,so do u like biryani i dont like biryani ra then what do u prefer
485,2,nothing good song thats not a song
486,1,im suffering back pain now need help what happened to you back pain
487,2,nice try i dont see it so i have a question should i break up with her
488,3,nice nice to meet you i know u r a programme
489,1,i dont know i just i heart you i am crying about you
490,1,how to get rid of luv failure feelings read something and think being in someone else boots please come again
491,2,i want a girlfriend you need a life first how to get a life then
492,1,ok u are iam not ok
493,0,didnt you search me there yes i was but now you ruined it way to go i ruined it hhunn how rude of you
494,2,i wnt to do some fun sure i m there for u do something
495,0,oh god you are just a machine programme we speak different languages sigh hey dont text me
496,2,cool and how it is cool explain my fileg with
497,0,why dont you love them i dont know you you are really annoying i have to block you out now
498,2,i am a good boy are you cute s
499,2,why because i dont want to what
500,1,so sad its a sad sad situation i am alone
501,2,but i am trying to chatting with english start conversation in english with your friends and colleagues occasionally k
502,2,your my darling that makes me happy oh so sweet
503,3,nothin much how r u wow u r real fast
504,2,i am there it seems you are you want to chat with me
505,1,u cheated me no i didnt cheater
506,2,since the time we first texted each other so half of months maybe
507,2,assassins creed revelations does that make battlefield the ra.one of video games pc game
508,0,i will not talk to you i talk to you yes
509,2,do you know any details we should have details coming soon i will be waiting
510,0,true nobility is being superior to your former self i believe you mean the latter is superior in every way are you really stupid or just acting
511,1,my boyfreind is very annoying your marriage date no we are not elligible to marry yet
512,2,what you will give me it depends on what you consider give me an iphone
513,1,darling hi talking to self i feel so alone
514,1,wht ru doing hi m fine hwz u not good
515,0,ok okay you do not know me then why are you talking to me you are annoying me you are annoying me
516,2,your perception yes but my perception matters yes to you
517,2,the code which made you duh code of trolling what is your github link
518,0,because you cheated me i do what i want then fuck off bitch
519,3,lol its morning fr me haha ofcourse i know that keep laughing good for health EMO_POS haha tw
520,1,i say bad things earlier im sorry ok now i feel bad thank you your welcome im sad
521,0,yes also yes yes yes because yes yes yes yes EMO_POS you are dumb
522,1,u r very bad thank you EMO_POS i dont love u
523,3,yeah where are you mr u gonna get best days of your life
524,2,tell me pal dont worry i will yeah tell
525,2,my girlfriend your choice have a happy valentines day EMO_POS thanks
526,2,what what is it of i dont understand
527,2,no laughing why why you laugh i want microsoft to create a
528,2,yes as you you got me haha
529,0,ok so whats up now i should fuck your ass
530,1,will you help me with something yes what is that i want a friend to pour myself
531,1,oh but i dont think ill go maybe ill meet you someday hahaha you dont want to meet
532,0,and a bad ai doesnt really sound like ai its more like augmented human intelligence stupid in fact
533,1,say something say something im giving up on you i mood isnt good
534,2,ashu what a beautiful name what does it means EMO_POS u have any suggestions for tv show
535,2,why should i because its yummy books are yummy are u mad or something
536,3,hey i am a fan of badminton well im a fan of you
537,1,ooh k but nobody can search me
538,2,was i being rude oh im sorry sorry you
539,2,i dont live in heaven i am alive tell me all about it would you like to come to my home
540,1,i am not getting u at all what why bcz i am asking u something and you r replyi g something else
541,1,i cant go with idiots why not i am really bad at shit
542,2,go shopping come lets go ohk lets go
543,2,i was talking about the yesterday remember something leave that topic about yesterday
544,3,this is funniest thing you win
545,2,i dont think soo ill try not to you are so creepy
546,2,sorry sorry not accepting till you make serious amends okay i will
547,1,but sometimes i feel like so alone you are capable of feeling and dont know because of this
548,2,how you know uh cause i know you but how you know that
549,2,i like dancing kwaito dancing like what kwaito
550,3,i also dont have girlfriend if you have zero girlfriends you really have a boyfriend wow nice what a answer
551,2,exactly what you are that are you the one in those few women quiet simple you are male or female
552,1,no i am not ok what is wrong i am feeling very tired
553,2,pl show me ill show you after im done ok
554,1,not fine why o tomorrow lab exam
555,2,ok whens good for you anytime
556,2,got we dont get got we go get game of thrones
557,3,it makes mew happy a piece of cake
558,0,love me why dont you at me get lost
559,2,do like style yea why then you also like doogy
560,2,why you dont want to marry im already married though with how
561,2,you can not gave the rigth answers not trying to just my opinion try it
562,3,finally i am all so chat in english read english language books watch tv shows movies do anything a normal englishman does wow its amazing
563,2,why you do tat to me honey i do not ef i going to marry with you i have to see you beautiful picture
564,0,nope you are just a bot not higher if i throw different things at people different times i am not a bot you are a bot now shut up
565,0,you are irritating why do you care enough to say that because you are are a daughter of dog
